2021-09-21 17:38:58,"-1,5124,37,37,37,0,400",88.37,/d/c64/initial/replays/08837-s37-p37-01.avi
2021-09-21 17:39:18,"-1,5331,37,37,37,0,400",100.68,/d/c64/initial/replays/10068-s37-p37-01.avi
2021-09-21 17:39:36,"-1,4347,37,37,37,0,400",88.43,/d/c64/initial/replays/08843-s37-p37-01.avi
2021-09-21 17:39:49,"-1,432,37,37,37,0,400",86.81,/d/c64/initial/replays/08681-s37-p37-01.avi
2021-09-21 17:40:07,"-1,5658,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-01.avi
2021-09-21 17:40:20,"-1,725,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-02.avi
2021-09-21 17:40:33,"-1,79,37,37,37,0,400",86.87,/d/c64/initial/replays/08687-s37-p37-01.avi
2021-09-21 17:40:50,"-1,2260,37,37,37,0,400",100.75,/d/c64/initial/replays/10075-s37-p37-01.avi
2021-09-21 17:41:09,"-1,5770,37,37,37,0,400",88.31,/d/c64/initial/replays/08831-s37-p37-01.avi
2021-09-21 17:41:24,"-1,133,37,37,37,0,400",100.56,/d/c64/initial/replays/10056-s37-p37-01.avi
2021-09-21 17:41:38,"-1,1507,37,37,37,0,400",86.81,/d/c64/initial/replays/08681-s37-p37-02.avi
2021-09-21 17:41:54,"-1,933,37,37,37,0,400",96.37,/d/c64/initial/replays/09637-s37-p37-01.avi
2021-09-21 17:42:09,"-1,1115,37,37,37,0,400",86.75,/d/c64/initial/replays/08675-s37-p37-01.avi
2021-09-21 17:42:24,"-1,1267,37,37,37,0,400",88.43,/d/c64/initial/replays/08843-s37-p37-02.avi
2021-09-21 17:42:40,"-1,4822,37,37,37,0,400",60.43,/d/c64/initial/replays/06043-s37-p37-01.avi
2021-09-21 17:42:55,"-1,5229,37,37,37,0,400",41.75,/d/c64/initial/replays/04175-s37-p37-01.avi
2021-09-21 17:43:09,"-1,1438,37,37,37,0,400",69.62,/d/c64/initial/replays/06962-s37-p37-01.avi
2021-09-21 17:43:26,"-1,4895,37,37,37,0,400",69.68,/d/c64/initial/replays/06968-s37-p37-01.avi
2021-09-21 17:43:43,"-1,5865,37,37,37,0,400",60.43,/d/c64/initial/replays/06043-s37-p37-02.avi
2021-09-21 17:44:03,"-1,5040,37,37,37,0,400",100.62,/d/c64/initial/replays/10062-s37-p37-01.avi
2021-09-21 17:44:20,"-1,2653,37,37,37,0,400",92.93,/d/c64/initial/replays/09293-s37-p37-01.avi
2021-09-21 17:44:34,"-1,153,37,37,37,0,400",100.68,/d/c64/initial/replays/10068-s37-p37-02.avi
2021-09-21 17:44:50,"-1,3502,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-03.avi
2021-09-21 17:45:03,"-1,1428,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-04.avi
2021-09-21 17:45:21,"-1,5253,37,37,37,0,400",69.62,/d/c64/initial/replays/06962-s37-p37-02.avi
2021-09-21 17:45:36,"-1,223,37,37,37,0,400",96.25,/d/c64/initial/replays/09625-s37-p37-01.avi
2021-09-21 17:45:52,"-1,3844,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-05.avi
2021-09-21 17:46:12,"-1,5803,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-01.avi
2021-09-21 17:46:26,"-1,1701,37,37,37,0,400",60.25,/d/c64/initial/replays/06025-s37-p37-01.avi
2021-09-21 17:46:43,"-1,3611,37,37,37,0,400",100.68,/d/c64/initial/replays/10068-s37-p37-03.avi
2021-09-21 17:46:59,"-1,3204,37,37,37,0,400",69.68,/d/c64/initial/replays/06968-s37-p37-02.avi
2021-09-21 17:47:12,"-1,3059,37,37,37,0,400",41.62,/d/c64/initial/replays/04162-s37-p37-01.avi
2021-09-21 17:47:27,"-1,3482,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-01.avi
2021-09-21 17:47:44,"-1,3305,37,37,37,0,400",100.56,/d/c64/initial/replays/10056-s37-p37-02.avi
2021-09-21 17:47:56,"-1,1397,37,37,37,0,400",41.81,/d/c64/initial/replays/04181-s37-p37-01.avi
2021-09-21 17:48:09,"-1,1045,37,37,37,0,400",60.43,/d/c64/initial/replays/06043-s37-p37-03.avi
2021-09-21 17:48:24,"-1,1555,37,37,37,0,400",88.50,/d/c64/initial/replays/08850-s37-p37-01.avi
2021-09-21 17:48:42,"-1,3943,37,37,37,0,400",100.75,/d/c64/initial/replays/10075-s37-p37-02.avi
2021-09-21 17:48:56,"-1,434,37,37,37,0,400",86.75,/d/c64/initial/replays/08675-s37-p37-02.avi
2021-09-21 17:49:09,"-1,1076,37,37,37,0,400",69.68,/d/c64/initial/replays/06968-s37-p37-03.avi
2021-09-21 17:49:24,"-1,3127,37,37,37,0,400",69.68,/d/c64/initial/replays/06968-s37-p37-04.avi
2021-09-21 17:50:05,"-1,5557,37,37,37,0,400",41.87,/d/c64/initial/replays/04187-s37-p37-01.avi
2021-09-21 17:51:06,"-1,5085,37,37,37,0,400",88.31,/d/c64/initial/replays/08831-s37-p37-02.avi
2021-09-21 17:51:22,"-1,2190,37,37,37,0,400",100.56,/d/c64/initial/replays/10056-s37-p37-03.avi
2021-09-21 17:52:47,"-1,4999,37,37,37,0,400",88.37,/d/c64/initial/replays/08837-s37-p37-02.avi
2021-09-21 17:53:08,"-1,4762,37,37,37,0,400",96.37,/d/c64/initial/replays/09637-s37-p37-02.avi
2021-09-21 17:53:22,"-1,1276,37,37,37,0,400",88.31,/d/c64/initial/replays/08831-s37-p37-03.avi
2021-09-21 17:53:37,"-1,132,37,37,37,0,400",100.62,/d/c64/initial/replays/10062-s37-p37-02.avi
2021-09-21 17:53:49,"-1,1347,37,37,37,0,400",41.81,/d/c64/initial/replays/04181-s37-p37-02.avi
2021-09-21 17:54:04,"-1,3863,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-06.avi
2021-09-21 17:54:25,"-1,5768,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-02.avi
2021-09-21 17:54:39,"-1,454,37,37,37,0,400",100.50,/d/c64/initial/replays/10050-s37-p37-01.avi
2021-09-21 17:54:55,"-1,1558,37,37,37,0,400",100.62,/d/c64/initial/replays/10062-s37-p37-03.avi
2021-09-21 17:55:14,"-1,4371,37,37,37,0,400",100.68,/d/c64/initial/replays/10068-s37-p37-04.avi
2021-09-21 17:55:30,"-1,4909,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-02.avi
2021-09-21 17:55:50,"-1,4459,37,37,37,0,400",96.18,/d/c64/initial/replays/09618-s37-p37-01.avi
2021-09-21 17:56:05,"-1,2818,37,37,37,0,400",69.68,/d/c64/initial/replays/06968-s37-p37-05.avi
2021-09-21 17:56:37,"-1,3435,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-03.avi
2021-09-21 17:57:31,"-1,5523,37,37,37,0,400",60.43,/d/c64/initial/replays/06043-s37-p37-04.avi
2021-09-21 17:57:45,"-1,3445,37,37,37,0,400",41.75,/d/c64/initial/replays/04175-s37-p37-02.avi
2021-09-21 17:58:03,"-1,4322,37,37,37,0,400",100.62,/d/c64/initial/replays/10062-s37-p37-04.avi
2021-09-21 17:58:22,"-1,4115,37,37,37,0,400",92.93,/d/c64/initial/replays/09293-s37-p37-02.avi
2021-09-21 17:58:38,"-1,4906,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-03.avi
2021-09-21 17:58:51,"-1,2554,37,37,37,0,400",68.31,/d/c64/initial/replays/06831-s37-p37-01.avi
2021-09-21 17:59:08,"-1,1294,37,37,37,0,400",96.50,/d/c64/initial/replays/09650-s37-p37-01.avi
2021-09-21 17:59:24,"-1,5273,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-04.avi
2021-09-21 17:59:40,"-1,3531,37,37,37,0,400",69.62,/d/c64/initial/replays/06962-s37-p37-03.avi
2021-09-21 18:00:14,"-1,64,37,37,37,0,400",69.68,/d/c64/initial/replays/06968-s37-p37-06.avi
2021-09-21 18:00:31,"-1,3030,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-04.avi
2021-09-21 18:00:50,"-1,5306,37,37,37,0,400",86.75,/d/c64/initial/replays/08675-s37-p37-03.avi
2021-09-21 18:01:06,"-1,1668,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-05.avi
2021-09-21 18:01:23,"-1,4259,37,37,37,0,400",86.75,/d/c64/initial/replays/08675-s37-p37-04.avi
2021-09-21 18:01:42,"-1,4954,37,37,37,0,400",86.87,/d/c64/initial/replays/08687-s37-p37-02.avi
2021-09-21 18:01:59,"-1,3633,37,37,37,0,400",88.37,/d/c64/initial/replays/08837-s37-p37-03.avi
2021-09-21 18:02:14,"-1,5235,37,37,37,0,400",41.68,/d/c64/initial/replays/04168-s37-p37-01.avi
2021-09-21 18:02:34,"-1,5335,37,37,37,0,400",100.68,/d/c64/initial/replays/10068-s37-p37-05.avi
2021-09-21 18:02:55,"-1,5520,37,37,37,0,400",96.37,/d/c64/initial/replays/09637-s37-p37-03.avi
2021-09-21 18:03:12,"-1,3575,37,37,37,0,400",86.87,/d/c64/initial/replays/08687-s37-p37-03.avi
2021-09-21 18:03:26,"-1,221,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-06.avi
2021-09-21 18:03:45,"-1,4675,37,37,37,0,400",100.68,/d/c64/initial/replays/10068-s37-p37-06.avi
2021-09-21 18:04:02,"-1,4628,37,37,37,0,400",69.81,/d/c64/initial/replays/06981-s37-p37-01.avi
2021-09-21 18:04:20,"-1,5589,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-07.avi
2021-09-21 18:04:36,"-1,1625,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-07.avi
2021-09-21 18:04:47,"-1,330,37,37,37,0,400",60.18,/d/c64/initial/replays/06018-s37-p37-01.avi
2021-09-21 18:05:03,"-1,2493,37,37,37,0,400",86.87,/d/c64/initial/replays/08687-s37-p37-04.avi
2021-09-21 18:05:20,"-1,2969,37,37,37,0,400",100.62,/d/c64/initial/replays/10062-s37-p37-05.avi
2021-09-21 18:05:34,"-1,130,37,37,37,0,400",86.75,/d/c64/initial/replays/08675-s37-p37-05.avi
2021-09-21 18:05:52,"-1,4636,37,37,37,0,400",86.75,/d/c64/initial/replays/08675-s37-p37-06.avi
2021-09-21 18:06:11,"-1,5764,37,37,37,0,400",88.37,/d/c64/initial/replays/08837-s37-p37-04.avi
2021-09-21 18:06:27,"-1,2806,37,37,37,0,400",86.75,/d/c64/initial/replays/08675-s37-p37-07.avi
2021-09-21 18:06:43,"-1,4194,37,37,37,0,400",60.43,/d/c64/initial/replays/06043-s37-p37-05.avi
2021-09-21 18:06:58,"-1,644,37,37,37,0,400",93.06,/d/c64/initial/replays/09306-s37-p37-01.avi
2021-09-21 18:07:10,"-1,94,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-08.avi
2021-09-21 18:07:26,"-1,1499,37,37,37,0,400",100.56,/d/c64/initial/replays/10056-s37-p37-04.avi
2021-09-21 18:07:45,"-1,4447,37,37,37,0,400",96.43,/d/c64/initial/replays/09643-s37-p37-01.avi
2021-09-21 18:08:02,"-1,3222,37,37,37,0,400",86.62,/d/c64/initial/replays/08662-s37-p37-01.avi
2021-09-21 18:08:16,"-1,510,37,37,37,0,400",88.31,/d/c64/initial/replays/08831-s37-p37-04.avi
2021-09-21 18:08:32,"-1,2932,37,37,37,0,400",86.81,/d/c64/initial/replays/08681-s37-p37-03.avi
2021-09-21 18:08:46,"-1,2725,37,37,37,0,400",60.25,/d/c64/initial/replays/06025-s37-p37-02.avi
2021-09-21 18:09:03,"-1,4906,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-05.avi
2021-09-21 18:09:23,"-1,5797,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-08.avi
2021-09-21 18:09:39,"-1,4132,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-06.avi
2021-09-21 18:09:54,"-1,239,37,37,37,0,400",96.31,/d/c64/initial/replays/09631-s37-p37-01.avi
2021-09-21 18:10:08,"-1,1170,37,37,37,0,400",86.87,/d/c64/initial/replays/08687-s37-p37-05.avi
2021-09-21 18:10:28,"-1,4837,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-09.avi
2021-09-21 18:10:45,"-1,2986,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-10.avi
2021-09-21 18:11:02,"-1,2928,37,37,37,0,400",100.68,/d/c64/initial/replays/10068-s37-p37-07.avi
2021-09-21 18:11:19,"-1,4521,37,37,37,0,400",69.81,/d/c64/initial/replays/06981-s37-p37-02.avi
2021-09-21 18:11:37,"-1,3302,37,37,37,0,400",100.75,/d/c64/initial/replays/10075-s37-p37-03.avi
2021-09-21 18:11:51,"-1,1791,37,37,37,0,400",69.81,/d/c64/initial/replays/06981-s37-p37-03.avi
2021-09-21 18:12:08,"-1,3424,37,37,37,0,400",92.93,/d/c64/initial/replays/09293-s37-p37-03.avi
2021-09-21 18:12:25,"-1,5916,37,37,37,0,400",41.75,/d/c64/initial/replays/04175-s37-p37-03.avi
2021-09-21 18:12:41,"-1,2330,37,37,37,0,400",92.81,/d/c64/initial/replays/09281-s37-p37-01.avi
2021-09-21 18:12:58,"-1,1646,37,37,37,0,400",96.37,/d/c64/initial/replays/09637-s37-p37-04.avi
2021-09-21 18:13:13,"-1,219,37,37,37,0,400",92.81,/d/c64/initial/replays/09281-s37-p37-02.avi
2021-09-21 18:13:27,"-1,2429,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-07.avi
2021-09-21 18:13:41,"-1,745,37,37,37,0,400",86.87,/d/c64/initial/replays/08687-s37-p37-06.avi
2021-09-21 18:13:57,"-1,1333,37,37,37,0,400",96.37,/d/c64/initial/replays/09637-s37-p37-05.avi
2021-09-21 18:14:08,"-1,588,37,37,37,0,400",41.75,/d/c64/initial/replays/04175-s37-p37-04.avi
2021-09-21 18:14:25,"-1,4181,37,37,37,0,400",69.81,/d/c64/initial/replays/06981-s37-p37-04.avi
2021-09-21 18:14:38,"-1,2740,37,37,37,0,400",41.81,/d/c64/initial/replays/04181-s37-p37-03.avi
2021-09-21 18:14:55,"-1,2697,37,37,37,0,400",93.06,/d/c64/initial/replays/09306-s37-p37-02.avi
2021-09-21 18:15:12,"-1,4270,37,37,37,0,400",86.81,/d/c64/initial/replays/08681-s37-p37-04.avi
2021-09-21 18:15:33,"-1,5142,37,37,37,0,400",96.37,/d/c64/initial/replays/09637-s37-p37-06.avi
2021-09-21 18:15:47,"-1,239,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-11.avi
2021-09-21 18:16:05,"-1,4424,37,37,37,0,400",88.37,/d/c64/initial/replays/08837-s37-p37-05.avi
2021-09-21 18:16:22,"-1,2522,37,37,37,0,400",100.68,/d/c64/initial/replays/10068-s37-p37-08.avi
2021-09-21 18:16:37,"-1,2142,37,37,37,0,400",69.68,/d/c64/initial/replays/06968-s37-p37-07.avi
2021-09-21 18:16:51,"-1,2096,37,37,37,0,400",69.68,/d/c64/initial/replays/06968-s37-p37-08.avi
2021-09-21 18:17:08,"-1,5981,37,37,37,0,400",60.43,/d/c64/initial/replays/06043-s37-p37-06.avi
2021-09-21 18:17:28,"-1,5080,37,37,37,0,400",92.93,/d/c64/initial/replays/09293-s37-p37-04.avi
2021-09-21 18:17:39,"-1,344,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-08.avi
2021-09-21 18:17:55,"-1,1605,37,37,37,0,400",88.31,/d/c64/initial/replays/08831-s37-p37-05.avi
2021-09-21 18:18:06,"-1,23,37,37,37,0,400",60.37,/d/c64/initial/replays/06037-s37-p37-09.avi
2021-09-21 18:18:24,"-1,3085,37,37,37,0,400",96.25,/d/c64/initial/replays/09625-s37-p37-02.avi
2021-09-21 18:18:44,"-1,4447,37,37,37,0,400",96.43,/d/c64/initial/replays/09643-s37-p37-02.avi
2021-09-21 18:19:00,"-1,910,37,37,37,0,400",93.06,/d/c64/initial/replays/09306-s37-p37-03.avi
2021-09-21 18:19:20,"-1,5550,37,37,37,0,400",93.00,/d/c64/initial/replays/09300-s37-p37-12.avi
2021-09-21 18:19:33,"-1,1399,37,37,37,0,400",69.56,/d/c64/initial/replays/06956-s37-p37-01.avi
2021-09-21 18:19:48,"-1,593,37,37,37,0,400",92.87,/d/c64/initial/replays/09287-s37-p37-01.avi
2021-09-21 18:20:04,"-1,2299,37,37,37,0,400",88.37,/d/c64/initial/replays/08837-s37-p37-06.avi
2021-09-21 18:20:19,"-1,2789,37,37,37,0,400",60.43,/d/c64/initial/replays/06043-s37-p37-07.avi
2021-09-21 18:20:38,"-1,5730,37,37,37,0,400",88.43,/d/c64/initial/replays/08843-s37-p37-03.avi
2021-09-21 18:20:56,"-1,3393,37,37,37,0,400",93.06,/d/c64/initial/replays/09306-s37-p37-04.avi
2021-09-21 18:21:10,"-1,797,37,37,37,0,400",86.75,/d/c64/initial/replays/08675-s37-p37-08.avi
2021-09-21 18:21:23,"-1,361,37,37,37,0,400",86.81,/d/c64/initial/replays/08681-s37-p37-05.avi
2021-09-21 18:21:37,"-1,1127,37,37,37,0,400",69.75,/d/c64/initial/replays/06975-s37-p37-09.avi
2021-09-21 18:21:55,"-1,5331,37,37,37,0,400",86.81,/d/c64/initial/replays/08681-s37-p37-06.avi
2021-09-21 18:22:10,"-1,1854,37,37,37,0,400",86.81,/d/c64/initial/replays/08681-s37-p37-07.avi
2021-09-21 18:22:24,"-1,1144,37,37,37,0,400",86.81,/d/c64/initial/replays/08681-s37-p37-08.avi
2021-09-21 18:22:41,"-1,949,37,37,37,0,400",96.37,/d/c64/initial/replays/09637-s37-p37-07.avi
2021-09-21 18:22:59,"-1,3764,37,37,37,0,400",92.93,/d/c64/initial/replays/09293-s37-p37-05.avi
2021-09-21 18:23:14,"-1,5185,37,37,37,0,400",41.81,/d/c64/initial/replays/04181-s37-p37-04.avi
